FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID,Average
Autistica - Organisational Culture,30,43928283,1,4,1,1,4,4,1,1/30/19,280,2.28571428571429
Autistica - Organisational Culture,30,19630284,4,4,4,4,4,4,1,1/30/19,281,3.57142857142857
Autistica - Organisational Culture,30,87042105,4,1,1,1,1,1,4,1/30/19,282,1.85714285714286
Autistica - Organisational Culture,30,71593024,1,4,4,4,1,4,4,1/30/19,283,3.14285714285714
Autistica - Organisational Culture,30,31866214,2,4,1,4,1,1,1,1/30/19,284,2
Autistica - Organisational Culture,30,97162166,4,4,4,4,4,1,4,1/30/19,285,3.57142857142857
Autistica - Organisational Culture,30,41273901,2,1,4,1,4,1,4,1/30/19,286,2.42857142857143
Autistica - Organisational Culture,30,43440948,1,4,4,4,4,1,4,1/30/19,287,3.14285714285714
Autistica - Organisational Culture,30,77705205,2,4,1,1,4,4,1,1/30/19,288,2.42857142857143
Autistica - Organisational Culture,30,58358243,4,4,4,1,4,4,1,1/30/19,289,3.14285714285714
Autistica - Organisational Culture,30,47815963,4,1,4,1,4,1,4,1/30/19,290,2.71428571428571
Autistica - Organisational Culture,30,69828639,2,1,1,1,1,4,4,1/30/19,291,2
Autistica - Organisational Culture,30,38868666,1,4,4,4,1,4,4,1/30/19,292,3.14285714285714
Autistica - Organisational Culture,30,72888018,2,1,4,4,4,1,1,1/30/19,293,2.42857142857143
Autistica - Organisational Culture,30,43522829,1,1,1,4,4,1,1,1/30/19,294,1.85714285714286
Autistica - Organisational Culture,30,41811454,1,4,1,1,1,4,4,1/30/19,295,2.28571428571429
Autistica - Organisational Culture,30,40690745,1,1,1,1,1,1,4,1/30/19,296,1.42857142857143
Autistica - Organisational Culture,30,25057429,2,4,4,4,4,4,1,1/30/19,297,3.28571428571429
Autistica - Organisational Culture,30,39249976,2,1,1,1,4,4,4,1/30/19,298,2.42857142857143
Autistica - Organisational Culture,30,63410382,2,4,1,1,4,4,4,1/30/19,299,2.85714285714286
Autistica - Organisational Culture,30,61657100,1,1,1,4,1,4,4,1/30/19,300,2.28571428571429
Autistica - Organisational Culture,30,22222222,1,4,1,1,4,4,1,2/1/19,301,2.28571428571429
Autistica - Organisational Culture,30,11111111,4,4,1,4,4,4,4,2/1/19,302,3.57142857142857
Autistica - Organisational Culture,30,12077101,4,4,1,1,1,1,1,2/1/19,303,1.85714285714286
Autistica - Organisational Culture,30,38961843,2,4,1,4,1,1,4,2/1/19,304,2.42857142857143
Autistica - Organisational Culture,30,67611589,4,4,1,4,4,1,4,2/1/19,305,3.14285714285714
Autistica - Organisational Culture,30,32500162,1,1,1,4,1,1,4,2/1/19,306,1.85714285714286
Autistica - Organisational Culture,30,90705766,2,1,4,4,4,4,4,2/1/19,307,3.28571428571429
Autistica - Organisational Culture,30,46465154,4,4,4,4,1,1,4,2/1/19,308,3.14285714285714
Autistica - Organisational Culture,30,36480781,4,4,4,4,4,1,1,2/1/19,309,3.14285714285714
Autistica - Organisational Culture,30,86004302,1,4,4,1,4,4,4,2/1/19,310,3.14285714285714
Autistica - Organisational Culture,30,74046800,2,1,4,1,1,4,1,2/1/19,311,2
Autistica - Organisational Culture,30,67512682,1,4,1,1,1,4,4,2/1/19,312,2.28571428571429
Autistica - Organisational Culture,30,87436666,1,4,4,1,1,1,1,2/1/19,313,1.85714285714286
Autistica - Organisational Culture,30,28755653,4,1,1,4,1,1,1,2/1/19,314,1.85714285714286
Autistica - Organisational Culture,30,66722819,1,1,1,1,1,4,1,2/1/19,315,1.42857142857143
Autistica - Organisational Culture,30,65438804,2,1,1,4,4,1,4,2/1/19,316,2.42857142857143
Autistica - Organisational Culture,30,15938146,1,4,4,4,1,1,1,2/1/19,317,2.28571428571429
Autistica - Organisational Culture,30,37603401,4,4,4,4,4,1,4,2/1/19,318,3.57142857142857
Autistica - Organisational Culture,30,23337145,1,1,1,4,1,4,4,2/1/19,319,2.28571428571429
Autistica - Organisational Culture,30,99599196,1,4,1,1,1,4,4,2/1/19,320,2.28571428571429
Autistica - Organisational Culture,30,25718877,2,4,4,1,1,4,1,2/1/19,321,2.42857142857143
Autistica - Organisational Culture,30,97909632,2,1,1,1,4,1,4,2/1/19,322,2
Autistica - Organisational Culture,30,40268226,2,4,1,1,1,4,1,2/1/19,323,2
Autistica - Organisational Culture,30,63985686,1,1,1,4,1,1,1,2/1/19,324,1.42857142857143
Autistica - Organisational Culture,30,63237915,1,4,4,1,1,1,4,2/1/19,325,2.28571428571429
Autistica - Organisational Culture,30,50544037,2,4,1,1,1,1,4,2/1/19,326,2
Autistica - Organisational Culture,30,14286843,2,4,4,1,4,1,1,2/1/19,327,2.42857142857143
Autistica - Organisational Culture,30,53175760,4,4,1,4,1,4,1,2/1/19,328,2.71428571428571
Autistica - Organisational Culture,30,56361261,1,4,4,1,4,1,1,2/1/19,329,2.28571428571429
Autistica - Organisational Culture,30,66411825,1,1,1,4,1,4,1,2/1/19,330,1.85714285714286
Autistica - Organisational Culture,30,34060153,1,4,1,1,4,4,1,2/1/19,331,2.28571428571429
Autistica - Organisational Culture,30,11168511,1,1,1,4,1,1,1,2/1/19,332,1.42857142857143
Autistica - Organisational Culture,30,85920205,2,4,4,4,1,1,4,2/1/19,333,2.85714285714286
Autistica - Organisational Culture,30,83766303,1,4,4,1,4,1,4,2/1/19,334,2.71428571428571
Autistica - Organisational Culture,30,64793738,1,4,4,1,4,1,4,2/1/19,335,2.71428571428571
Autistica - Organisational Culture,30,59096037,1,4,4,1,1,1,4,2/1/19,336,2.28571428571429
Autistica - Organisational Culture,30,77773077,1,1,4,1,4,4,1,2/1/19,337,2.28571428571429
Autistica - Organisational Culture,30,47375033,2,4,4,1,4,1,1,2/1/19,338,2.42857142857143
Autistica - Organisational Culture,30,39847852,2,1,4,4,1,4,4,2/1/19,339,2.85714285714286
Autistica - Organisational Culture,30,68971632,1,4,1,1,4,4,1,2/1/19,340,2.28571428571429
Autistica - Organisational Culture,30,22090963,1,4,4,1,1,1,1,2/1/19,341,1.85714285714286
Autistica - Organisational Culture,30,60377624,4,1,1,1,4,1,4,2/1/19,342,2.28571428571429
Autistica - Organisational Culture,30,30738880,4,1,4,1,1,4,4,2/1/19,343,2.71428571428571
Autistica - Organisational Culture,30,86589369,1,4,4,1,4,4,1,2/1/19,344,2.71428571428571
Autistica - Organisational Culture,30,66155821,1,1,4,4,1,4,1,2/1/19,345,2.28571428571429
Autistica - Organisational Culture,30,61677296,4,4,1,4,1,4,1,2/1/19,346,2.71428571428571
Autistica - Organisational Culture,30,56419454,1,1,4,4,1,1,1,2/1/19,347,1.85714285714286
Autistica - Organisational Culture,30,86397034,1,1,4,1,4,1,4,2/1/19,348,2.28571428571429
Autistica - Organisational Culture,30,41455969,1,1,4,1,4,1,4,2/1/19,349,2.28571428571429
Autistica - Organisational Culture,30,23394144,4,1,1,1,1,4,1,2/1/19,350,1.85714285714286
Autistica - Organisational Culture,30,21326904,1,1,4,1,1,1,1,2/1/19,351,1.42857142857143
Autistica - Organisational Culture,30,44980497,1,4,4,1,1,1,1,2/1/19,352,1.85714285714286
Autistica - Organisational Culture,30,38982647,4,4,1,4,4,1,1,2/1/19,353,2.71428571428571
Autistica - Organisational Culture,30,80484260,1,1,4,4,4,4,1,2/1/19,354,2.71428571428571
Autistica - Organisational Culture,30,24052776,2,1,1,1,4,1,4,2/1/19,355,2
Autistica - Organisational Culture,30,70538701,4,1,4,4,4,1,1,2/1/19,356,2.71428571428571
Autistica - Organisational Culture,30,89804580,4,1,1,1,1,4,1,2/1/19,357,1.85714285714286
Autistica - Organisational Culture,30,17191527,1,1,1,4,4,4,1,2/1/19,358,2.28571428571429
Autistica - Organisational Culture,30,12248148,4,1,1,4,4,1,4,2/1/19,359,2.71428571428571
Autistica - Organisational Culture,30,14567809,2,4,1,4,1,4,4,2/1/19,360,2.85714285714286
Autistica - Organisational Culture,30,53779464,1,4,4,1,1,1,4,2/1/19,361,2.28571428571429
Autistica - Organisational Culture,30,97777931,4,1,4,1,4,1,1,2/1/19,362,2.28571428571429
Autistica - Organisational Culture,30,99713717,2,1,1,4,1,1,4,2/1/19,363,2
Autistica - Organisational Culture,30,93466703,1,4,4,1,1,1,1,2/1/19,364,1.85714285714286
Autistica - Organisational Culture,30,37419497,4,4,4,4,4,4,4,2/1/19,365,4
Autistica - Organisational Culture,30,35358065,4,1,1,1,1,4,1,2/1/19,366,1.85714285714286
Autistica - Organisational Culture,30,86131995,1,4,4,4,4,1,1,2/1/19,367,2.71428571428571
Autistica - Organisational Culture,30,57180656,2,1,4,4,4,4,4,2/1/19,368,3.28571428571429
Autistica - Organisational Culture,30,62929404,4,1,4,4,4,4,4,2/1/19,369,3.57142857142857
Autistica - Organisational Culture,30,30901982,1,4,4,4,4,1,4,2/1/19,370,3.14285714285714
Autistica - Organisational Culture,30,93085379,1,1,4,1,4,4,4,2/1/19,371,2.71428571428571
Autistica - Organisational Culture,30,77431644,1,1,1,4,1,1,1,2/1/19,372,1.42857142857143
Autistica - Organisational Culture,30,67013133,2,1,1,4,1,4,1,2/1/19,373,2
Autistica - Organisational Culture,30,13838301,4,1,1,4,1,4,1,2/1/19,374,2.28571428571429
Autistica - Organisational Culture,30,66718298,4,4,4,1,4,1,4,2/1/19,375,3.14285714285714
Autistica - Organisational Culture,30,24641611,4,4,4,4,1,4,4,2/1/19,376,3.57142857142857
Autistica - Organisational Culture,30,67388864,2,4,1,1,4,4,1,2/1/19,377,2.42857142857143
Autistica - Organisational Culture,30,25055544,1,4,4,1,1,1,4,2/1/19,378,2.28571428571429
Autistica - Organisational Culture,30,24503298,1,4,4,1,1,1,4,2/1/19,379,2.28571428571429
Autistica - Organisational Culture,30,43928283,4,1,4,1,4,1,1,2/1/19,380,2.28571428571429
Autistica - Organisational Culture,30,19630284,2,4,1,1,4,1,1,2/1/19,381,2
Autistica - Organisational Culture,30,87042105,1,1,4,1,1,4,1,2/1/19,382,1.85714285714286
Autistica - Organisational Culture,30,71593024,4,4,1,1,1,1,4,2/1/19,383,2.28571428571429
Autistica - Organisational Culture,30,31866214,2,1,4,1,1,4,1,2/1/19,384,2
Autistica - Organisational Culture,30,97162166,1,1,4,1,4,1,1,2/1/19,385,1.85714285714286
Autistica - Organisational Culture,30,41273901,4,4,4,1,4,1,4,2/1/19,386,3.14285714285714
Autistica - Organisational Culture,30,43440948,4,4,4,4,4,1,4,2/1/19,387,3.57142857142857
Autistica - Organisational Culture,30,77705205,1,1,1,4,1,1,4,2/1/19,388,1.85714285714286
Autistica - Organisational Culture,30,58358243,2,1,1,1,4,1,1,2/1/19,389,1.57142857142857
Autistica - Organisational Culture,30,47815963,1,1,4,1,1,1,1,2/1/19,390,1.42857142857143
Autistica - Organisational Culture,30,69828639,1,4,1,1,4,4,1,2/1/19,391,2.28571428571429
Autistica - Organisational Culture,30,38868666,4,1,1,1,1,4,4,2/1/19,392,2.28571428571429
Autistica - Organisational Culture,30,72888018,4,1,1,1,4,4,1,2/1/19,393,2.28571428571429
Autistica - Organisational Culture,30,43522829,1,1,4,4,4,1,1,2/1/19,394,2.28571428571429
Autistica - Organisational Culture,30,41811454,4,4,1,1,4,4,1,2/1/19,395,2.71428571428571
Autistica - Organisational Culture,30,40690745,1,4,1,4,1,1,1,2/1/19,396,1.85714285714286
Autistica - Organisational Culture,30,25057429,2,4,4,1,1,1,4,2/1/19,397,2.42857142857143
Autistica - Organisational Culture,30,39249976,2,1,4,1,1,1,4,2/1/19,398,2
Autistica - Organisational Culture,30,63410382,1,1,4,1,4,1,4,2/1/19,399,2.28571428571429
Autistica - Organisational Culture,30,61657100,4,1,4,4,4,1,4,2/1/19,400,3.14285714285714
Autistica - Organisational Culture,30,22222222,1,4,1,1,4,1,4,2/14/19,401,2.28571428571429
Autistica - Organisational Culture,30,11111111,2,1,1,1,1,1,1,2/14/19,402,1.14285714285714
Autistica - Organisational Culture,30,12077101,1,1,1,1,4,4,4,2/14/19,403,2.28571428571429
Autistica - Organisational Culture,30,38961843,4,4,4,4,1,4,4,2/14/19,404,3.57142857142857
Autistica - Organisational Culture,30,67611589,4,4,4,4,1,4,4,2/14/19,405,3.57142857142857
Autistica - Organisational Culture,30,32500162,1,1,1,4,1,4,4,2/14/19,406,2.28571428571429
Autistica - Organisational Culture,30,90705766,4,1,4,1,4,4,4,2/14/19,407,3.14285714285714
Autistica - Organisational Culture,30,46465154,1,4,1,4,1,4,1,2/14/19,408,2.28571428571429
Autistica - Organisational Culture,30,36480781,2,1,4,1,4,4,1,2/14/19,409,2.42857142857143
Autistica - Organisational Culture,30,86004302,1,1,4,1,4,4,1,2/14/19,410,2.28571428571429
Autistica - Organisational Culture,30,74046800,2,4,1,1,1,1,1,2/14/19,411,1.57142857142857
Autistica - Organisational Culture,30,67512682,1,1,1,1,1,4,4,2/14/19,412,1.85714285714286
Autistica - Organisational Culture,30,87436666,4,1,4,4,4,1,1,2/14/19,413,2.71428571428571
Autistica - Organisational Culture,30,28755653,1,4,1,4,1,4,4,2/14/19,414,2.71428571428571
Autistica - Organisational Culture,30,66722819,2,1,4,1,4,1,4,2/14/19,415,2.42857142857143
Autistica - Organisational Culture,30,65438804,2,4,4,4,1,1,1,2/14/19,416,2.42857142857143
Autistica - Organisational Culture,30,15938146,1,1,4,1,1,1,4,2/14/19,417,1.85714285714286
Autistica - Organisational Culture,30,37603401,4,1,1,4,4,4,1,2/14/19,418,2.71428571428571
Autistica - Organisational Culture,30,23337145,2,4,4,1,4,1,1,2/14/19,419,2.42857142857143
Autistica - Organisational Culture,30,99599196,4,4,1,1,4,4,4,2/14/19,420,3.14285714285714
Autistica - Organisational Culture,30,25718877,1,1,1,1,4,4,1,2/14/19,421,1.85714285714286
Autistica - Organisational Culture,30,97909632,1,4,4,4,1,1,4,2/14/19,422,2.71428571428571
Autistica - Organisational Culture,30,40268226,4,1,4,1,1,4,1,2/14/19,423,2.28571428571429
Autistica - Organisational Culture,30,63985686,2,1,1,4,4,1,4,2/14/19,424,2.42857142857143
Autistica - Organisational Culture,30,63237915,2,1,1,4,4,4,1,2/14/19,425,2.42857142857143
Autistica - Organisational Culture,30,50544037,1,4,1,4,1,4,1,2/14/19,426,2.28571428571429
Autistica - Organisational Culture,30,14286843,1,4,1,4,4,4,4,2/14/19,427,3.14285714285714
Autistica - Organisational Culture,30,53175760,4,4,1,4,4,1,4,2/14/19,428,3.14285714285714
Autistica - Organisational Culture,30,56361261,1,4,4,4,1,1,1,2/14/19,429,2.28571428571429
Autistica - Organisational Culture,30,66411825,1,4,4,4,1,1,1,2/14/19,430,2.28571428571429
Autistica - Organisational Culture,30,34060153,2,4,4,1,4,1,4,2/14/19,431,2.85714285714286
Autistica - Organisational Culture,30,11168511,1,1,4,4,4,1,1,2/14/19,432,2.28571428571429
Autistica - Organisational Culture,30,85920205,4,4,1,1,4,1,1,2/14/19,433,2.28571428571429
Autistica - Organisational Culture,30,83766303,4,4,1,1,4,4,1,2/14/19,434,2.71428571428571
Autistica - Organisational Culture,30,64793738,4,4,1,4,1,1,1,2/14/19,435,2.28571428571429
Autistica - Organisational Culture,30,59096037,1,1,1,4,1,4,4,2/14/19,436,2.28571428571429
Autistica - Organisational Culture,30,77773077,4,4,4,1,4,1,4,2/14/19,437,3.14285714285714
Autistica - Organisational Culture,30,47375033,4,1,4,1,1,1,1,2/14/19,438,1.85714285714286
Autistica - Organisational Culture,30,39847852,4,4,1,1,4,4,4,2/14/19,439,3.14285714285714
Autistica - Organisational Culture,30,68971632,4,1,1,1,4,4,4,2/14/19,440,2.71428571428571
Autistica - Organisational Culture,30,22090963,1,4,4,4,4,1,1,2/14/19,441,2.71428571428571
Autistica - Organisational Culture,30,60377624,1,4,1,1,4,4,1,2/14/19,442,2.28571428571429
Autistica - Organisational Culture,30,30738880,1,4,4,4,4,1,1,2/14/19,443,2.71428571428571
Autistica - Organisational Culture,30,86589369,1,4,4,1,4,1,1,2/14/19,444,2.28571428571429
Autistica - Organisational Culture,30,66155821,4,4,1,1,1,4,4,2/14/19,445,2.71428571428571
Autistica - Organisational Culture,30,61677296,1,1,1,1,1,1,1,2/14/19,446,1
Autistica - Organisational Culture,30,56419454,1,1,4,4,1,4,1,2/14/19,447,2.28571428571429
Autistica - Organisational Culture,30,86397034,2,1,4,1,1,1,1,2/14/19,448,1.57142857142857
Autistica - Organisational Culture,30,41455969,4,1,1,1,1,4,4,2/14/19,449,2.28571428571429
Autistica - Organisational Culture,30,23394144,2,4,1,4,1,1,1,2/14/19,450,2
Autistica - Organisational Culture,30,21326904,1,1,1,4,4,4,1,2/14/19,451,2.28571428571429
Autistica - Organisational Culture,30,44980497,2,4,1,1,4,4,1,2/14/19,452,2.42857142857143
Autistica - Organisational Culture,30,38982647,4,1,1,4,1,1,4,2/14/19,453,2.28571428571429
Autistica - Organisational Culture,30,80484260,4,4,4,1,4,4,1,2/14/19,454,3.14285714285714
Autistica - Organisational Culture,30,24052776,1,1,4,4,1,1,4,2/14/19,455,2.28571428571429
Autistica - Organisational Culture,30,70538701,4,4,4,1,4,4,4,2/14/19,456,3.57142857142857
Autistica - Organisational Culture,30,89804580,4,1,1,4,4,1,4,2/14/19,457,2.71428571428571
Autistica - Organisational Culture,30,17191527,1,1,4,1,4,4,1,2/14/19,458,2.28571428571429
Autistica - Organisational Culture,30,12248148,2,4,1,4,1,4,4,2/14/19,459,2.85714285714286
Autistica - Organisational Culture,30,14567809,2,4,4,1,4,1,1,2/14/19,460,2.42857142857143
Autistica - Organisational Culture,30,53779464,4,4,4,1,1,4,1,2/14/19,461,2.71428571428571
Autistica - Organisational Culture,30,97777931,1,4,4,4,1,1,1,2/14/19,462,2.28571428571429
Autistica - Organisational Culture,30,99713717,1,4,4,1,4,1,4,2/14/19,463,2.71428571428571
Autistica - Organisational Culture,30,93466703,2,4,4,4,1,4,1,2/14/19,464,2.85714285714286
Autistica - Organisational Culture,30,37419497,2,1,1,1,1,1,4,2/14/19,465,1.57142857142857
Autistica - Organisational Culture,30,35358065,2,4,1,4,1,1,4,2/14/19,466,2.42857142857143
Autistica - Organisational Culture,30,86131995,1,4,1,1,1,1,4,2/14/19,467,1.85714285714286
Autistica - Organisational Culture,30,57180656,1,1,1,4,4,1,4,2/14/19,468,2.28571428571429
Autistica - Organisational Culture,30,62929404,4,4,4,1,4,1,1,2/14/19,469,2.71428571428571
Autistica - Organisational Culture,30,30901982,2,4,1,4,4,1,1,2/14/19,470,2.42857142857143
Autistica - Organisational Culture,30,93085379,1,4,4,1,1,4,1,2/14/19,471,2.28571428571429
Autistica - Organisational Culture,30,77431644,1,4,1,4,1,1,1,2/14/19,472,1.85714285714286
Autistica - Organisational Culture,30,67013133,2,4,4,4,1,1,4,2/14/19,473,2.85714285714286
Autistica - Organisational Culture,30,13838301,2,4,4,1,1,1,1,2/14/19,474,2
Autistica - Organisational Culture,30,66718298,1,4,4,4,4,1,4,2/14/19,475,3.14285714285714
Autistica - Organisational Culture,30,24641611,4,1,4,4,1,4,4,2/14/19,476,3.14285714285714
Autistica - Organisational Culture,30,67388864,4,1,4,4,1,4,1,2/14/19,477,2.71428571428571
Autistica - Organisational Culture,30,25055544,4,1,1,1,4,4,4,2/14/19,478,2.71428571428571
Autistica - Organisational Culture,30,24503298,1,4,4,4,4,4,4,2/14/19,479,3.57142857142857
Autistica - Organisational Culture,30,43928283,4,1,4,4,1,1,4,2/14/19,480,2.71428571428571
Autistica - Organisational Culture,30,19630284,1,1,4,4,1,4,1,2/14/19,481,2.28571428571429
Autistica - Organisational Culture,30,87042105,4,1,4,4,4,4,1,2/14/19,482,3.14285714285714
Autistica - Organisational Culture,30,71593024,4,1,1,4,4,1,4,2/14/19,483,2.71428571428571
Autistica - Organisational Culture,30,31866214,1,1,4,4,4,1,4,2/14/19,484,2.71428571428571
Autistica - Organisational Culture,30,97162166,1,4,4,4,1,4,1,2/14/19,485,2.71428571428571
Autistica - Organisational Culture,30,41273901,1,4,1,1,1,1,1,2/14/19,486,1.42857142857143
Autistica - Organisational Culture,30,43440948,4,1,1,1,4,4,4,2/14/19,487,2.71428571428571
Autistica - Organisational Culture,30,77705205,4,1,1,4,1,1,4,2/14/19,488,2.28571428571429
Autistica - Organisational Culture,30,58358243,1,4,1,1,4,1,4,2/14/19,489,2.28571428571429
Autistica - Organisational Culture,30,47815963,4,4,4,4,4,1,4,2/14/19,490,3.57142857142857
Autistica - Organisational Culture,30,69828639,1,1,4,4,1,1,4,2/14/19,491,2.28571428571429
Autistica - Organisational Culture,30,38868666,2,4,4,1,4,4,4,2/14/19,492,3.28571428571429
Autistica - Organisational Culture,30,72888018,1,4,1,4,4,1,1,2/14/19,493,2.28571428571429
Autistica - Organisational Culture,30,43522829,2,4,4,4,1,4,4,2/14/19,494,3.28571428571429
Autistica - Organisational Culture,30,41811454,1,4,4,4,4,4,4,2/14/19,495,3.57142857142857
