FormName,FormFreq,Username,Q1,Q2,Q3,Q4,Q5,Date,ID
Autistica - Adjustments,7,15938146,Every birthday my office buys me cake but I don't eat cake,I was able to network well this week which I usually struggle with,I have tried the following: Avoid working in areas with fluorescent strip lighting,I watched a film about: difficulty in switching between tasks,I'm finding this app sort of helpful,1/14/19,117
Autistica - Adjustments,7,37603401,I don’t like cookies but my team keeps celebrating cookies,I was successful in meeting my deadlines,I would like to have more of: Noise-cancelling headphones,I watched a film about: excellent autistic creativity,I would like to upgrade this app,1/14/19,118
Autistica - Adjustments,7,23337145,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I worked in the quite room and that was very productive,Some things which I have tried are: Extra breaks to manage cognitive overload and processing speeds,I watched a film about: excellent autistic creativity,I think there should be better pathways to requesting adjustments,1/14/19,119
Autistica - Adjustments,7,99599196,I don’t like socialising but it is compulsory to network as part of my job,I was able to use text instead of speech to interact in the meeting,I would like to have more of: A team culture of quieter lunchtime conversations,I watched a film about: low income and employment for autistic people,Really enjoying this app,1/14/19,120
Autistica - Adjustments,7,25718877,My manager often criticises me,I managed my anxiety before a big presentation better,Some things which I have tried are: Desk fan,I read a newspaper article about: a mathematic genius,Nope,1/14/19,121
Autistica - Adjustments,7,97909632,My manager often criticises me,I haven’t had any success,I have requested this: Set hours for responding to emails,I watched a film about: low income and employment for autistic people,I think there should be more research in to employment opportunities,1/14/19,122
Autistica - Adjustments,7,40268226,We had an overnight hackathon and there were not enough vegan options,I managed my anxiety before a big presentation better,Some things which I have tried are: Avoiding negative language in the workplace (e.g. autism as a tragedy).,I read a newspaper article about: excellent autistic creativity,I think there has been enough research on younger populations,1/14/19,123
Autistica - Adjustments,7,63985686,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I had a meeting with my boss to change the lighting and it was changed,Examples of good adjustments include: Minimising phone-call meetings,I read a newspaper article about: superior focus,Not sure what to say,1/14/19,124
Autistica - Adjustments,7,63237915,I was reallocated a new desk even though I liked my old desk,I use dmy noise cancelling headphones really well,What has really helped is: Changing to part time work,I watched a film about: superior focus,Nope,1/14/19,125
Autistica - Adjustments,7,50544037,I'm always asked to shake hands of clients but I don’t like to touch other people,My typing speed has increased a lot,I have tried the following: No role-play on training courses,My friend told me about another friend who said that:  excellent autistic creativity,Really enjoying this app,1/14/19,126
