FormName,FormFreq,Username,Know what is expected of you as a worker,Help build a team as a working unit,Determine what is expected of you on the job,"Know how things ""really work"" inside an organisation",Work under pressure,Master an organisation's slang and special jargon,Manage conflict among group members,Understand what all of the duties of your role entail,Solve new and difficult problems,Work under extreme cricumstances,Understand the politics in the organisation,Continue to learn once you're on the job,Develop cooperative working relationships with others,Invent new ways of doing things,Solve most problems even though no solution is immediately apparent,Find out exactly what a problem is when fist becoming aware of it,Listen effectively to gain information,Know an organisation's long-held traditions,Work well in situations that other people consider stressful,Understand the behaviour appropriate to your role,Challenge things that are done by the book,Learn from your mistakes,Solve problems no matter how complex,Coordinate tasks within you work group,Learn to improve on your past performance,Be sensitive to other's feelings and attitudes,Function well at work even when faced with personal difficulties,Concentrate on what someone is saying to you even though other things could distract you,Listen effectively to understand opposing points of view,Have the skills and abilities to do my job properly,Date,ID,Learning,Problemsolving,Pressure,Roleexpectations,Teamwork,Sensitivity,Workpolitics
Autistica - Work: Self Confidence,120,74046800,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,1/14/19,111,2.5,2.166666667,2.75,3,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,67512682,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,3,2,3,2,2,2,3,2,3,2,2,3,2,2,3,1/14/19,112,2.25,2.5,2.25,2.25,2.25,2.75,2.25
Autistica - Work: Self Confidence,120,87436666,5,3,2,3,3,3,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,3,3,3,3,3,2,3,1/14/19,113,3,2.666666667,2.5,2.75,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,28755653,5,2,2,2,3,3,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,1/14/19,114,2.25,2.666666667,3,3,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,66722819,1,3,2,2,2,2,2,3,3,2,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,2,3,3,3,3,1/14/19,115,2,2.166666667,2.5,2,3,3,2.25
Autistica - Work: Self Confidence,120,65438804,5,3,2,2,3,2,2,3,2,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,1/14/19,116,2.5,2.833333333,2.25,3,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,15938146,5,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,3,2,3,3,3,3,2,3,2,3,3,3,2,2,1/14/19,117,2.25,2.666666667,3,3.25,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,37603401,5,2,2,2,2,2,3,2,2,3,2,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,2,2,2,2,1/14/19,118,2.5,2.5,2,3,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,23337145,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,2,3,3,2,2,2,1/14/19,119,2.5,2.666666667,2.5,2.75,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,99599196,5,3,3,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,3,2,3,2,2,3,2,3,2,3,2,1/14/19,120,2,2.5,2.5,3,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,25718877,3,3,3,2,2,2,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,2,2,2,2,3,3,3,1/14/19,121,2.5,2.333333333,2.75,3,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,97909632,2,3,2,3,3,2,2,3,3,3,3,2,2,3,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,3,1/14/19,122,2.5,2.333333333,2.5,2.25,3,2.5,2.5
Autistica - Work: Self Confidence,120,40268226,5,2,2,2,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3,3,3,2,3,2,1/14/19,123,2.5,2.666666667,2.25,3,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,63985686,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,2,3,2,2,3,2,3,3,3,3,1/14/19,124,2.25,2.833333333,3,2.75,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,63237915,1,2,3,3,2,2,3,2,3,2,2,2,3,2,3,3,2,2,2,3,3,2,2,2,3,2,2,3,3,2,1/14/19,125,2.25,2.333333333,2.5,2.5,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,50544037,5,3,3,2,3,3,2,2,3,2,3,2,2,3,3,2,3,2,2,3,2,3,2,3,3,2,3,3,3,2,1/14/19,126,2.25,2.666666667,3,3.25,2.75,2.5,2
Autistica - Work: Self Confidence,120,14286843,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,3,2,2,1/14/19,127,2.5,2.333333333,2.75,2.5,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,53175760,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,3,2,3,2,1/14/19,128,2.75,2.5,2.5,2.75,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,56361261,1,3,2,3,2,3,2,2,3,2,3,3,3,2,3,3,2,3,2,2,2,3,2,3,3,3,2,3,2,3,1/14/19,129,2.5,2.666666667,2.75,2,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,66411825,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,3,2,3,2,3,2,2,3,3,3,3,2,2,1/14/19,130,2.5,2.5,2.75,2,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,34060153,2,2,3,3,2,3,3,2,2,3,3,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,3,3,1/14/19,131,2.5,2.333333333,2.75,2.25,2,2.75,2.5
Autistica - Work: Self Confidence,120,11168511,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,3,3,3,2,3,2,3,3,3,1/14/19,132,2.5,2.5,2.75,2.25,2,2.75,2.25
Autistica - Work: Self Confidence,120,85920205,1,2,3,2,2,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,3,3,3,3,3,2,2,3,2,1/14/19,133,2.5,2.666666667,2.5,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,83766303,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,3,3,1/14/19,134,2.25,2.333333333,2.5,2.25,2.75,3,2.75
Autistica - Work: Self Confidence,120,64793738,1,2,2,2,2,3,3,3,2,3,2,3,3,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2,2,3,1/14/19,135,2.25,2.666666667,2.5,2,2.25,2.25,2.75
Autistica - Work: Self Confidence,120,59096037,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,2,3,2,2,3,2,1/14/19,136,2.25,2,2,2.5,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,77773077,2,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,3,2,2,2,3,2,3,1/14/19,137,2,3,2.75,2.5,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,47375033,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,2,3,2,3,2,3,1/14/19,138,2.75,2.333333333,2.5,2.75,2.25,2.5,2
Autistica - Work: Self Confidence,120,39847852,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,2,2,2,3,2,2,3,3,2,3,3,3,2,1/14/19,139,2.5,2.666666667,2.5,3,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,68971632,1,3,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,3,2,1/14/19,140,2.25,2.333333333,2.5,2,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,22090963,2,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,3,3,2,2,1/14/19,141,2.5,2.5,2.75,2.5,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,60377624,1,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,2,3,3,2,2,2,3,2,2,3,3,3,2,2,1/14/19,142,2.75,2.5,2.5,2,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,30738880,5,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,3,2,1/14/19,143,2.5,2.333333333,2.75,3.25,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,86589369,3,2,3,3,2,3,3,3,2,3,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,3,2,3,3,1/14/19,144,2,2.5,2.5,2.5,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,66155821,5,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,3,3,2,2,2,2,3,3,1/14/19,145,2.25,2.5,2.5,3,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,61677296,5,2,2,2,3,3,2,2,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1/14/19,146,2.5,2.5,2.5,2.75,2.25,2,2.25
Autistica - Work: Self Confidence,120,56419454,1,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,3,3,2,2,3,2,2,2,3,3,2,3,1/14/19,147,2.75,2.333333333,2.5,2.25,2.75,2.5,3
Autistica - Work: Self Confidence,120,86397034,5,3,2,3,3,2,3,2,3,3,2,3,2,2,2,3,3,2,3,2,3,3,2,3,3,3,2,3,2,3,1/14/19,148,2.5,2.833333333,2.25,3.25,2.5,2.25,3
Autistica - Work: Self Confidence,120,41455969,1,3,3,2,3,3,3,2,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,1/14/19,149,2.5,2.333333333,2.25,2.25,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,23394144,2,3,2,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,2,1/14/19,150,2.75,2.666666667,2.5,2.5,2.75,2.75,3
Autistica - Work: Self Confidence,120,21326904,2,2,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,2,3,1/14/19,151,2.5,2.5,2.5,2.5,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,44980497,2,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,2,2,3,3,3,3,2,1/14/19,152,2.75,2.5,2.75,2.5,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,38982647,3,2,2,3,3,2,3,2,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,2,1/14/19,153,2.75,2.5,2.75,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,80484260,5,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2,2,2,1/14/19,154,2.25,2.333333333,2.25,3,2.5,2.5,3
Autistica - Work: Self Confidence,120,24052776,3,3,2,3,2,3,2,2,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,2,3,2,2,3,2,1/14/19,155,2.25,2.5,2.5,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,70538701,1,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,2,2,3,2,3,1/14/19,156,2.5,2.833333333,2.75,2,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,89804580,5,2,3,3,2,3,3,2,2,2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,1/14/19,157,2.75,2.333333333,2.5,3.25,2.5,2.75,3
Autistica - Work: Self Confidence,120,17191527,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,3,2,3,2,3,2,3,1/14/19,158,2.5,2.666666667,2.25,2.5,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,12248148,3,2,2,3,3,3,2,2,3,2,3,2,3,2,2,3,2,2,3,3,2,3,3,3,3,2,2,2,2,2,1/14/19,159,2.75,2.5,2.75,2.5,2.25,2,2.5
Autistica - Work: Self Confidence,120,14567809,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,3,1/14/19,160,2.75,2.666666667,3,3,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,53779464,3,2,2,2,3,2,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,2,2,3,2,2,3,3,2,1/14/19,161,2.5,2.166666667,2.5,2.75,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,97777931,5,3,2,2,2,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,1/14/19,162,2,2.833333333,2.5,3.25,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,99713717,3,2,3,3,2,3,2,2,2,3,2,3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,1/14/19,163,2.25,2.666666667,2.5,2.75,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,93466703,5,3,2,2,3,3,2,2,3,2,2,2,2,3,2,3,2,2,3,3,2,2,3,3,3,2,2,2,3,2,1/14/19,164,2.5,2.333333333,2.5,3,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,37419497,5,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,3,1/14/19,165,2.5,2.5,2.75,3.5,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,35358065,5,2,3,3,3,2,3,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,3,3,2,3,2,3,1/14/19,166,2.5,2.5,2.75,3.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,86131995,5,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,3,2,3,3,1/14/19,167,2.5,2.5,2.75,3.5,2.75,3,2.5
Autistica - Work: Self Confidence,120,57180656,5,2,3,3,2,3,2,2,2,3,2,3,3,2,2,3,3,3,3,2,2,2,3,3,2,3,2,3,2,3,1/14/19,168,2.75,2.666666667,2.5,3,2,2.5,2.75
Autistica - Work: Self Confidence,120,62929404,5,2,2,2,2,3,3,3,2,3,3,2,2,2,3,3,2,2,2,2,3,3,3,2,3,3,2,3,2,2,1/14/19,169,2.5,2.666666667,2.75,3,2.5,2,2.25
Autistica - Work: Self Confidence,120,30901982,3,2,3,3,2,2,3,2,2,3,2,2,2,2,3,2,3,2,3,3,3,3,2,3,2,2,2,2,2,2,1/14/19,170,2,2.833333333,2.25,2.75,2,2,2.75
Autistica - Work: Self Confidence,120,93085379,3,3,2,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,3,3,2,1/14/19,171,2.25,2.5,2.75,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,77431644,2,2,2,3,3,2,2,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,2,3,3,2,2,2,3,1/14/19,172,3,2.333333333,2.25,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,67013133,1,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,2,3,3,2,2,3,2,3,3,2,3,2,2,3,1/14/19,173,2.25,2.666666667,2.5,2,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,13838301,5,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,3,3,2,3,3,1/14/19,174,2.75,2.166666667,2.25,3,2.25,2.75,2.25
Autistica - Work: Self Confidence,120,66718298,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,1/14/19,175,3,2.666666667,3,2.25,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,24641611,1,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,2,3,2,1/14/19,176,2.5,2.333333333,2.25,2.25,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,67388864,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,1/14/19,177,2.5,2.5,3,2,3,2.75,3
Autistica - Work: Self Confidence,120,25055544,1,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,1/14/19,178,2.75,2.833333333,2.75,2.25,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,24503298,5,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,2,2,3,2,2,1/14/19,179,2.5,2.5,3,3.5,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,43928283,2,2,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,3,3,1/14/19,180,2.75,2.5,2.75,2.25,2,2.75,2.75
Autistica - Work: Self Confidence,120,19630284,3,2,3,2,2,2,3,2,2,3,2,3,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,3,3,1/14/19,181,2.25,2.5,2.25,2.5,2,2.75,2.5
Autistica - Work: Self Confidence,120,87042105,2,2,3,2,2,2,3,3,3,2,2,2,2,2,3,2,3,2,3,2,2,3,2,2,2,3,2,3,3,3,1/14/19,182,2.25,2.5,2.25,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,71593024,1,2,2,3,2,2,3,2,3,2,3,2,2,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,1/14/19,183,2.5,2.833333333,2.25,2,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,31866214,1,3,2,2,2,3,2,2,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,2,2,3,3,3,2,3,1/14/19,184,2.75,2.666666667,2.75,2,2.25,2.5,2
Autistica - Work: Self Confidence,120,97162166,3,3,2,3,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,2,2,2,3,3,2,3,3,1/14/19,185,2.25,2.5,2.25,2.75,2.5,3,2.5
Autistica - Work: Self Confidence,120,41273901,5,3,3,2,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,1/14/19,186,2.5,2.333333333,2.75,3,2.75,3,2.5
Autistica - Work: Self Confidence,120,43440948,1,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,3,2,3,3,1/14/19,187,2.75,2,2.5,2.25,2.75,3,2.75
Autistica - Work: Self Confidence,120,77705205,5,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,3,1/14/19,188,3,2.666666667,2,3.25,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,58358243,1,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,1/14/19,189,2.5,2.5,2.25,2,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,47815963,5,2,3,2,3,2,2,2,3,2,3,3,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,2,3,2,1/14/19,190,2.25,2.666666667,2.5,3.25,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,69828639,1,3,2,2,2,3,2,3,2,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,2,2,2,3,2,3,1/14/19,191,2.5,2.666666667,3,2,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,38868666,5,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,3,2,3,2,3,2,1/14/19,192,2.75,2.5,2.75,3.5,3,2.5,2.25
Autistica - Work: Self Confidence,120,72888018,1,3,3,2,2,2,3,2,3,3,3,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,3,1/14/19,193,2,2.666666667,2.5,2.25,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,43522829,5,2,3,3,3,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,1/14/19,194,2.25,2.333333333,2,3.5,2.5,2,2.5
Autistica - Work: Self Confidence,120,41811454,5,3,2,2,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,2,2,1/14/19,195,2.5,2.5,2.5,2.75,2.5,2,2.5
Autistica - Work: Self Confidence,120,40690745,5,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,3,3,2,3,3,1/14/19,196,2.75,2.166666667,2.25,3,2,2.75,2.25
Autistica - Work: Self Confidence,120,25057429,1,2,2,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,3,3,2,3,2,2,2,3,3,3,1/14/19,197,2.25,2.833333333,2.25,2.25,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,39249976,1,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,2,3,3,3,1/14/19,198,2.25,2.166666667,2.75,2,2.25,2.75,2
Autistica - Work: Self Confidence,120,63410382,5,3,3,2,2,2,3,2,3,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,2,1/14/19,199,2.5,2.666666667,2.5,3.5,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,61657100,2,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,2,2,2,3,2,1/14/19,200,2.75,2.333333333,2.25,2.75,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,22222222,5,2,3,2,3,3,3,3,3,2,2,3,2,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,3,3,1/30/19,201,2.25,2.666666667,2.25,3.25,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,11111111,2,2,3,3,3,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,2,1/30/19,202,2.75,2.5,2.5,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,12077101,1,3,2,2,3,3,3,2,2,2,3,2,3,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,3,2,1/30/19,203,3,2.333333333,2.75,1.75,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,38961843,5,3,2,2,3,2,3,2,2,3,3,2,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,1/30/19,204,2.75,2.833333333,2.25,3,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,67611589,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,1/30/19,205,2,2,2.25,1.75,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,32500162,1,3,3,2,3,3,2,3,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,3,2,3,3,2,3,3,1/30/19,206,2.75,2.333333333,2.75,2.25,2.5,3,2.25
Autistica - Work: Self Confidence,120,90705766,3,3,2,3,3,3,2,3,2,2,3,2,2,3,2,3,3,2,2,2,3,2,3,2,2,3,3,2,3,3,1/30/19,207,2.75,2.333333333,2.5,2.5,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,46465154,2,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,1/30/19,208,2,2.166666667,2.5,2.25,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,36480781,1,2,3,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,2,3,1/30/19,209,2.5,2.5,2.5,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,86004302,5,2,3,2,2,2,2,2,3,3,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1/30/19,210,2.25,2.5,2,3.25,2,2.25,2.25
Autistica - Work: Self Confidence,120,74046800,3,2,2,2,2,3,3,3,2,3,3,3,2,2,3,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,1/30/19,211,2,2.666666667,2.5,2.25,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,67512682,2,2,2,3,2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1/30/19,212,2.5,2.666666667,2.25,2.25,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,87436666,2,2,3,2,2,2,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,1/30/19,213,2.5,2.5,2.75,2.5,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,28755653,1,3,3,3,3,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,1/30/19,214,2.5,2.166666667,2,2.5,2.5,2,2.75
Autistica - Work: Self Confidence,120,66722819,2,2,3,2,3,3,3,3,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,2,3,2,2,3,2,3,1/30/19,215,2.25,2.333333333,2.75,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,65438804,1,2,3,3,2,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,3,2,3,2,1/30/19,216,2.5,2.5,2.25,2.25,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,15938146,3,3,2,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,2,3,2,3,3,3,2,3,3,2,2,3,1/30/19,217,2.5,2.833333333,2.5,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,37603401,2,3,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3,3,2,3,3,2,2,3,2,3,2,2,1/30/19,218,2.5,2.333333333,3,2.25,2.75,2.25,3
Autistica - Work: Self Confidence,120,23337145,3,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,2,1/30/19,219,2.5,2.666666667,2.5,2.5,2.25,2.75,3
Autistica - Work: Self Confidence,120,99599196,3,2,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,2,3,2,1/30/19,220,2.25,3,2.25,2.25,2.25,2.5,3
Autistica - Work: Self Confidence,120,25718877,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,3,3,3,1/30/19,221,2.5,2.333333333,3,3,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,97909632,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,2,2,2,1/30/19,222,2.75,2.833333333,2.25,2.75,3,2.25,3
Autistica - Work: Self Confidence,120,40268226,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3,2,3,3,2,2,3,2,2,2,3,3,3,3,3,1/30/19,223,2.75,2.333333333,2.25,2,2.25,3,2.25
Autistica - Work: Self Confidence,120,63985686,5,2,3,3,3,3,2,2,3,2,3,2,3,2,3,3,2,3,3,2,2,2,3,3,3,2,3,2,3,2,1/30/19,224,2.75,2.5,2.5,3.25,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,63237915,3,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,3,3,2,3,2,2,3,1/30/19,225,2,2.5,2.25,2.5,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,50544037,1,3,3,2,3,3,2,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,2,2,2,2,3,2,3,3,1/30/19,226,2.5,2.5,2.5,2.5,2.25,3,2.5
